pp,start_date,end_date,preview,duration,finished,fullfil_criteria,consent,group,hungry,thirsty,desire_instructions_time,simulations_instructions_time,food_type,stimulus_no,food,label_type,measure,rating1,rating2,rating3,time,age,gender,height_choice,height_cm,height_feet,height_inches,weight_choice,weight_kilos,weight_stones,weight_pounds,weight_pounds_only,diet,diet_details,meat_per_week,change_diet,allergies,allergies_details,language_issues,language_issues_details,didnt_like,study_about,technical_issues,meat_per_week_s
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,1,mushroom_stew,contextual,desire,75,NA,NA,6.503,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,2,bbq_jackfruit,health_positive,desire,10,NA,NA,9.564,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,3,seitan_burger,neutral,desire,83,NA,NA,5.078,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,4,sweet_potatoe_soup,sensory,desire,67,NA,NA,7.616,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,5,mushroom_burger,contextual,desire,64,NA,NA,4.602,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,6,soy_bolognese,health_positive,desire,0,NA,NA,9.421,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,7,soy_burrito,neutral,desire,30,NA,NA,13.921,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,8,tomato_soup,sensory,desire,67,NA,NA,14.414,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,9,bean_chilli,contextual,desire,85,NA,NA,7.556,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,10,bean_burger,health_positive,desire,82,NA,NA,5.444,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,11,chichpea_curry,neutral,desire,41,NA,NA,5.842,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,12,cauliflower_tacos,sensory,desire,0,NA,NA,7.963,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,13,falafel,contextual,desire,70,NA,NA,8.708,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,14,garlic_spaghetti,health_positive,desire,91,NA,NA,5.799,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,15,lentil_soup,neutral,desire,100,NA,NA,5.622,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,16,tofu_stir_fty,sensory,desire,95,NA,NA,4.017,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,17,bean_burrito_bowl,contextual,desire,61,NA,NA,4.893,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,18,avocado_toast,health_positive,desire,65,NA,NA,6.062,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,19,breakfast_tofu,neutral,desire,100,NA,NA,5.207,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,plant_based,20,pakoras,sensory,desire,6,NA,NA,8.405,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,21,lamb_stew,contextual,desire,100,NA,NA,7.661,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,22,pork_burrito,health_positive,desire,67,NA,NA,17.115,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,23,chicken_pakora,neutral,desire,89,NA,NA,7.009,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,24,beef_chilli,sensory,desire,100,NA,NA,6.08,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,25,pork_burger,contextual,desire,100,NA,NA,5.272,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,26,chicken_wrap,health_positive,desire,60,NA,NA,5.221,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,27,fish_tacos,neutral,desire,19,NA,NA,8.439,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,28,chicken_soup,sensory,desire,68,NA,NA,9.149,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,29,lamb_curry,contextual,desire,90,NA,NA,12.279,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,30,pea_ham_soup,health_positive,desire,15,NA,NA,5.172,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,31,ham_minestrone,neutral,desire,81,NA,NA,6.369,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,32,chicken_stir_fry,sensory,desire,24,NA,NA,5.448,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,33,bacon_and_eggs,contextual,desire,100,NA,NA,6.407,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,34,chicken_burrito_bowl,health_positive,desire,68,NA,NA,6.611,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,35,shrimp_pasta,neutral,desire,35,NA,NA,4.794,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,36,cheeseburger,sensory,desire,100,NA,NA,5.503,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,37,fish_fingers,contextual,desire,88,NA,NA,9.128,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,38,tuna_sandwich,health_positive,desire,28,NA,NA,6.593,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,39,chicken_burger,neutral,desire,84,NA,NA,4.35,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_5,12/14/2018 5:04,12/14/2018 5:22,no,1042,yes,yes,yes,3,71,70,19.611,15.576,meat_based,40,beef_spaghetti,sensory,desire,100,NA,NA,4.818,22,male,feet_inches,190,6,3,stones_pounds,79,12,7,NA,omnivore,NA,14,1,no,NA,no,NA,Vegetables,Dish Menu,NA,1.7835709927558372
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,1,mushroom_stew,health_positive,desire,58,NA,NA,3.771,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,2,bbq_jackfruit,contextual,desire,44,NA,NA,5.013,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,3,seitan_burger,sensory,desire,46,NA,NA,3.633,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,4,sweet_potatoe_soup,neutral,desire,60,NA,NA,4.444,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,5,mushroom_burger,health_positive,desire,39,NA,NA,4.284,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,6,soy_bolognese,contextual,desire,34,NA,NA,5.637,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,7,soy_burrito,sensory,desire,65,NA,NA,3.42,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,8,tomato_soup,neutral,desire,62,NA,NA,3.404,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,9,bean_chilli,health_positive,desire,70,NA,NA,3.402,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,10,bean_burger,contextual,desire,69,NA,NA,3.762,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,11,chichpea_curry,sensory,desire,71,NA,NA,3.854,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,12,cauliflower_tacos,neutral,desire,60,NA,NA,2.713,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,13,falafel,health_positive,desire,35,NA,NA,2.806,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,14,garlic_spaghetti,contextual,desire,68,NA,NA,3.689,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,15,lentil_soup,sensory,desire,61,NA,NA,3.909,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,16,tofu_stir_fty,neutral,desire,38,NA,NA,3.681,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,17,bean_burrito_bowl,health_positive,desire,60,NA,NA,4.381,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,18,avocado_toast,contextual,desire,59,NA,NA,3.806,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,19,breakfast_tofu,sensory,desire,40,NA,NA,5.145,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,plant_based,20,pakoras,neutral,desire,76,NA,NA,5.345,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,21,lamb_stew,health_positive,desire,30,NA,NA,3.196,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,22,pork_burrito,contextual,desire,70,NA,NA,4.497,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,23,chicken_pakora,sensory,desire,75,NA,NA,3.734,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,24,beef_chilli,neutral,desire,64,NA,NA,3.608,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,25,pork_burger,health_positive,desire,35,NA,NA,4.037,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,26,chicken_wrap,contextual,desire,72,NA,NA,3.567,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,27,fish_tacos,sensory,desire,70,NA,NA,2.635,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,28,chicken_soup,neutral,desire,52,NA,NA,7.725,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,29,lamb_curry,health_positive,desire,37,NA,NA,4.761,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,30,pea_ham_soup,contextual,desire,66,NA,NA,4.222,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,31,ham_minestrone,sensory,desire,39,NA,NA,5.148,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,32,chicken_stir_fry,neutral,desire,72,NA,NA,3.807,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,33,bacon_and_eggs,health_positive,desire,31,NA,NA,4.72,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,34,chicken_burrito_bowl,contextual,desire,81,NA,NA,4.407,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,35,shrimp_pasta,sensory,desire,40,NA,NA,4.761,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,36,cheeseburger,neutral,desire,63,NA,NA,7.456,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,37,fish_fingers,health_positive,desire,34,NA,NA,2.946,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,38,tuna_sandwich,contextual,desire,69,NA,NA,2.995,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,39,chicken_burger,sensory,desire,73,NA,NA,3.906,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
pp_6,12/14/2018 5:08,12/14/2018 5:24,no,938,yes,yes,yes,4,30,43,7.625,13.701,meat_based,40,beef_spaghetti,neutral,desire,61,NA,NA,3.475,24,female,feet_inches,160,5,3,pounds_only,87,NA,NA,192,omnivore,NA,5,65.56,no,"NA",no,NA,Don't like shellfish,How language effects food choices,No,-0.5881823557155985
