pp,start_date,end_date,preview,duration,finished,fullfil_criteria,consent,group,hungry,thirsty,desire_instructions_time,simulations_instructions_time,food_type,stimulus_no,food,label_type,measure,rating1,rating2,rating3,time,age,gender,height_choice,height_cm,height_feet,height_inches,weight_choice,weight_kilos,weight_stones,weight_pounds,weight_pounds_only,diet,diet_details,meat_per_week,change_diet,allergies,allergies_details,language_issues,language_issues_details,didnt_like,study_about,technical_issues,meat_per_week_s
pp_75,12/14/2018 6:07,12/14/2018 6:32,no,1536,yes,yes,yes,1,69,75,31.231,31.25,meat_based,33,bacon_and_eggs,neutral,desire,73,NA,NA,5.45,29,female,cm,166,NA,NA,kg,55,NA,NA,NA,omnivore,NA,10,51.06,no,not applicable,no,NA,"advacado, tuna, shrimp, pork, guacamole, ham",what food and wording people find appealing on a menu,no,0.729458393435199
pp_75,12/14/2018 6:07,12/14/2018 6:32,no,1536,yes,yes,yes,1,69,75,31.231,31.25,meat_based,34,chicken_burrito_bowl,sensory,desire,54,NA,NA,11.336,29,female,cm,166,NA,NA,kg,55,NA,NA,NA,omnivore,NA,10,51.06,no,not applicable,no,NA,"advacado, tuna, shrimp, pork, guacamole, ham",what food and wording people find appealing on a menu,no,0.729458393435199
pp_75,12/14/2018 6:07,12/14/2018 6:32,no,1536,yes,yes,yes,1,69,75,31.231,31.25,meat_based,35,shrimp_pasta,contextual,desire,3,NA,NA,11.799,29,female,cm,166,NA,NA,kg,55,NA,NA,NA,omnivore,NA,10,51.06,no,not applicable,no,NA,"advacado, tuna, shrimp, pork, guacamole, ham",what food and wording people find appealing on a menu,no,0.729458393435199
pp_75,12/14/2018 6:07,12/14/2018 6:32,no,1536,yes,yes,yes,1,69,75,31.231,31.25,meat_based,36,cheeseburger,health_positive,desire,85,NA,NA,4.214,29,female,cm,166,NA,NA,kg,55,NA,NA,NA,omnivore,NA,10,51.06,no,not applicable,no,NA,"advacado, tuna, shrimp, pork, guacamole, ham",what food and wording people find appealing on a menu,no,0.729458393435199
pp_75,12/14/2018 6:07,12/14/2018 6:32,no,1536,yes,yes,yes,1,69,75,31.231,31.25,meat_based,37,fish_fingers,neutral,desire,0,NA,NA,4.797,29,female,cm,166,NA,NA,kg,55,NA,NA,NA,omnivore,NA,10,51.06,no,not applicable,no,NA,"advacado, tuna, shrimp, pork, guacamole, ham",what food and wording people find appealing on a menu,no,0.729458393435199
pp_75,12/14/2018 6:07,12/14/2018 6:32,no,1536,yes,yes,yes,1,69,75,31.231,31.25,meat_based,38,tuna_sandwich,sensory,desire,0,NA,NA,4.045,29,female,cm,166,NA,NA,kg,55,NA,NA,NA,omnivore,NA,10,51.06,no,not applicable,no,NA,"advacado, tuna, shrimp, pork, guacamole, ham",what food and wording people find appealing on a menu,no,0.729458393435199
pp_75,12/14/2018 6:07,12/14/2018 6:32,no,1536,yes,yes,yes,1,69,75,31.231,31.25,meat_based,39,chicken_burger,contextual,desire,38,NA,NA,13.837,29,female,cm,166,NA,NA,kg,55,NA,NA,NA,omnivore,NA,10,51.06,no,not applicable,no,NA,"advacado, tuna, shrimp, pork, guacamole, ham",what food and wording people find appealing on a menu,no,0.729458393435199
pp_75,12/14/2018 6:07,12/14/2018 6:32,no,1536,yes,yes,yes,1,69,75,31.231,31.25,meat_based,40,beef_spaghetti,health_positive,desire,72,NA,NA,6.088,29,female,cm,166,NA,NA,kg,55,NA,NA,NA,omnivore,NA,10,51.06,no,not applicable,no,NA,"advacado, tuna, shrimp, pork, guacamole, ham",what food and wording people find appealing on a menu,no,0.729458393435199
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,1,mushroom_stew,sensory,desire,90,NA,NA,3.011,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,2,bbq_jackfruit,neutral,desire,23,NA,NA,2.814,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,3,seitan_burger,health_positive,desire,84,NA,NA,5.467,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,4,sweet_potatoe_soup,contextual,desire,19,NA,NA,3.076,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,5,mushroom_burger,sensory,desire,100,NA,NA,3.481,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,6,soy_bolognese,neutral,desire,91,NA,NA,4.351,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,7,soy_burrito,health_positive,desire,88,NA,NA,3,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,8,tomato_soup,contextual,desire,100,NA,NA,3.01,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,9,bean_chilli,sensory,desire,73,NA,NA,3.081,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,10,bean_burger,neutral,desire,76,NA,NA,3.71,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,11,chichpea_curry,health_positive,desire,50,NA,NA,11.973,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,12,cauliflower_tacos,contextual,desire,16,NA,NA,5.116,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,13,falafel,sensory,desire,13,NA,NA,2.664,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,14,garlic_spaghetti,neutral,desire,82,NA,NA,25.226,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,15,lentil_soup,health_positive,desire,68,NA,NA,8.205,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,16,tofu_stir_fty,contextual,desire,100,NA,NA,4.868,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,17,bean_burrito_bowl,sensory,desire,89,NA,NA,13.108,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,18,avocado_toast,neutral,desire,0,NA,NA,4.266,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,19,breakfast_tofu,health_positive,desire,34,NA,NA,3.743,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,plant_based,20,pakoras,contextual,desire,76,NA,NA,8.159,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,21,lamb_stew,sensory,desire,67,NA,NA,4.018,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,22,pork_burrito,neutral,desire,26,NA,NA,2.317,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,23,chicken_pakora,health_positive,desire,20,NA,NA,3.413,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,24,beef_chilli,contextual,desire,73,NA,NA,9.311,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,25,pork_burger,sensory,desire,22,NA,NA,3.622,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,26,chicken_wrap,neutral,desire,61,NA,NA,10.099,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,27,fish_tacos,health_positive,desire,18,NA,NA,3.217,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,28,chicken_soup,contextual,desire,0,NA,NA,10.482,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,29,lamb_curry,sensory,desire,36,NA,NA,5.014,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,30,pea_ham_soup,neutral,desire,34,NA,NA,5.103,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,31,ham_minestrone,health_positive,desire,28,NA,NA,2.908,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,32,chicken_stir_fry,contextual,desire,80,NA,NA,4.386,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,33,bacon_and_eggs,sensory,desire,69,NA,NA,3.616,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,34,chicken_burrito_bowl,neutral,desire,62,NA,NA,5.58,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,35,shrimp_pasta,health_positive,desire,74,NA,NA,3.229,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,36,cheeseburger,contextual,desire,33,NA,NA,18.961,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,37,fish_fingers,sensory,desire,74,NA,NA,3.665,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,38,tuna_sandwich,neutral,desire,65,NA,NA,7.949,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,39,chicken_burger,health_positive,desire,66,NA,NA,2.534,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_77,12/14/2018 6:22,12/14/2018 6:33,no,641,yes,yes,yes,2,49,70,1.528,8.37,meat_based,40,beef_spaghetti,contextual,desire,87,NA,NA,5.285,18,female,feet_inches,152,5,0,stones_pounds,48,7,7,NA,vegetarian,NA,0,100,yes,nut allergy,no,NA,vegetarian,eating habits,N/A,-1.905823104866396
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,1,mushroom_stew,neutral,desire,28,NA,NA,4.091,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,2,bbq_jackfruit,sensory,desire,70,NA,NA,2.808,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,3,seitan_burger,contextual,desire,85,NA,NA,3.017,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,4,sweet_potatoe_soup,health_positive,desire,27,NA,NA,3.778,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,5,mushroom_burger,neutral,desire,58,NA,NA,3.224,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,6,soy_bolognese,sensory,desire,66,NA,NA,2.694,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,7,soy_burrito,contextual,desire,42,NA,NA,3.7,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,8,tomato_soup,health_positive,desire,40,NA,NA,4.619,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,9,bean_chilli,neutral,desire,31,NA,NA,4.951,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,10,bean_burger,sensory,desire,33,NA,NA,3.574,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,11,chichpea_curry,contextual,desire,37,NA,NA,3.32,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,12,cauliflower_tacos,health_positive,desire,51,NA,NA,2.947,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,13,falafel,neutral,desire,55,NA,NA,3.672,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,14,garlic_spaghetti,sensory,desire,71,NA,NA,3.032,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,15,lentil_soup,contextual,desire,36,NA,NA,2.969,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,16,tofu_stir_fty,health_positive,desire,27,NA,NA,5.528,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,17,bean_burrito_bowl,neutral,desire,57,NA,NA,3.192,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,18,avocado_toast,sensory,desire,87,NA,NA,4.848,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,19,breakfast_tofu,contextual,desire,55,NA,NA,6.352,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,plant_based,20,pakoras,health_positive,desire,41,NA,NA,3.795,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,21,lamb_stew,neutral,desire,30,NA,NA,2.544,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,22,pork_burrito,sensory,desire,64,NA,NA,3.873,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,23,chicken_pakora,contextual,desire,60,NA,NA,3.719,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,24,beef_chilli,health_positive,desire,59,NA,NA,5.712,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,25,pork_burger,neutral,desire,83,NA,NA,3.132,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,26,chicken_wrap,sensory,desire,47,NA,NA,3.806,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,27,fish_tacos,contextual,desire,57,NA,NA,11.692,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,28,chicken_soup,health_positive,desire,64,NA,NA,3.759,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,29,lamb_curry,neutral,desire,50,NA,NA,10.477,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,30,pea_ham_soup,sensory,desire,54,NA,NA,3.192,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
pp_78,12/14/2018 6:21,12/14/2018 6:33,no,723,yes,yes,yes,1,21,76,7.932,6.026,meat_based,31,ham_minestrone,contextual,desire,58,NA,NA,2.46,18,female,feet_inches,163,5,4,stones_pounds,51,8,1,NA,omnivore,NA,14,48.69,no,na,no,NA,"tofu, beans",Food preferences,na,1.7835709927558372
