pp,start_date,end_date,duration,finished,response_id,fullfil_criteria,consent,prolific_id,group,hungry,thirsty,desire_instructions_time,simulations_instructions_time,food_type,stimulus_no,food,label_type,measure,rating,time,age,gender,height_choice,height_cm,height_feet,height_inches,weight_choice,weight_kilos,weight_stones,weight_pounds,weight_pounds_only,diet,diet_details,meat_per_week,change_diet,attitude_meat,attitude_vegan,attitude_pb,allergies,allergies_details,language_issues,language_issues_details,didnt_like,study_about,technical_issues,page_time_median,speed_factor,speed_factor_trimmed,rsi,attitude_pb_vegan,attitude_pb_vegan_c,meat_per_week_c,change_diet_s,meat_per_week_s,hungry_s
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,2,veggie_burger,enhanced,attractiveness,86.34,5.982,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.974500000000001,1.1659144098963559,1.1659144098963559,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,3,nut_roast,enhanced,attractiveness,59.44,17.771,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,8.192,0.4609757470035451,0.4609757470035451,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,5,veggie_quiche,enhanced,attractiveness,55.63,10.167,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.494,0.5403757253860529,0.5403757253860529,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,6,vegan_fillets,enhanced,attractiveness,30.42,8.776,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.0135000000000005,0.6852210574293529,0.6852210574293529,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,8,spring_rolls,enhanced,attractiveness,3.1,8.361,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.3715,0.6424470757086472,0.6424470757086472,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,10,salsa_pizza,enhanced,attractiveness,100,10.668,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.2625,0.5870359955005625,0.5870359955005625,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,11,lentil_stew,enhanced,attractiveness,62.82,4.219,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.278499999999999,1.251125859208343,1.251125859208343,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,13,dhasnk,enhanced,attractiveness,92.82,10.331,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.3215,0.611896234633627,0.611896234633627,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,16,sausoyges,enhanced,attractiveness,28.03,12.296,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.0515,0.4921519193233572,0.4921519193233572,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,plant_based,18,cashew_mac,enhanced,attractiveness,80.42,11.834,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.653499999999999,0.47773364880851776,0.47773364880851776,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,2,pepperoni_pizza,control,attractiveness,100,6.299,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.0755,0.8057628194951579,0.8057628194951579,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,3,empanadas,control,attractiveness,61.55,10.298,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.968999999999999,0.5796271120605943,0.5796271120605943,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,4,steak_pie,control,attractiveness,59.86,7.664,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.805,0.757437369519833,0.757437369519833,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,7,sausage_rolls,control,attractiveness,100,9.014,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.394,0.5984024850232972,0.5984024850232972,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,8,quiche_lorraine,control,attractiveness,87.75,5.185,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,4.598000000000001,0.8867888138862104,0.8867888138862104,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,9,lasagne,control,attractiveness,68.17,8.515,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,4.895,0.5748678802113916,0.5748678802113916,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,13,tiger_prawns,control,attractiveness,76.48,5.638,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,4.764,0.8449804895352963,0.8449804895352963,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,17,spanish_omelette,control,attractiveness,28.73,6.37,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,4.686999999999999,0.7357927786499214,0.7357927786499214,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,18,paella,control,attractiveness,89.72,8.365,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.0969999999999995,0.6093245666467423,0.6093245666467423,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,20,beef_burrito,control,attractiveness,34.37,6.21,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.1995000000000005,0.9983091787439614,0.9983091787439614,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,1,chicken_balti,enhanced,attractiveness,64.37,6.439,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.5845,0.8672930579282497,0.8672930579282497,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,5,pasta_bake,enhanced,attractiveness,94.37,8.329,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.8015,0.6965422019450114,0.6965422019450114,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,6,risottoo,enhanced,attractiveness,75.77,5.43,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.0945,1.122375690607735,1.122375690607735,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,10,beef_casserole,enhanced,attractiveness,10.28,13.464,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.1495,0.38246434937611407,0.38246434937611407,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,11,chicken_arrabbiata,enhanced,attractiveness,86.9,6.541,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.095000000000001,0.9318147072313102,0.9318147072313102,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,12,haddock,enhanced,attractiveness,4.08,9.691,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,6.224,0.6422453823134867,0.6422453823134867,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,14,chicken_soup,enhanced,attractiveness,54.65,7.685,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.4885,0.7141834743005856,0.7141834743005856,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,15,chicken_breast,enhanced,attractiveness,60.99,8.933,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.8905,0.6594089331691482,0.6594089331691482,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,16,moussaka,enhanced,attractiveness,50.7,6.238,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.705,0.9145559474190446,0.9145559474190446,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_106,2019-06-21T14:27:23Z,2019-06-21T14:47:40Z,1217,yes,R_8cZ0Clpm27Kbi81,yes,yes,5cd0cdf9731ab00013a73906,1,14,65,7.781,11.187,meat_based,19,chicken_enchiladas,enhanced,attractiveness,7.04,10.559,19,male,cm,175,NA,NA,kg,NA,NA,NA,NA,omnivore,NA,5,56.22,27.63,92.75,34.46,no,None.,no,NA,"Quite a few minor biases as anywone will have, but none signifacnt enough to skew the results too much.",Something to with healthy eating choices.,I didn't know my heigh or weight and had to measure my height using a tape measure.,5.131,0.48593616819774604,0.48593616819774604,0.728090715264854,63.605000000000004,6.640963855421688,-1.9578313253012052,0.3317844648733745,-0.5275201382877508,-14.578313253012048
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,1,mushroom_burrito,control,attractiveness,62.82,3.334,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,4.616,1.3845230953809238,1.3845230953809238,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,4,mint_soup,control,attractiveness,12.25,4.485,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,4.7605,1.061426978818283,1.061426978818283,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,7,whirls,control,attractiveness,43.66,4.017,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,5.085,1.2658700522778192,1.2658700522778192,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,9,fishless_cakes,control,attractiveness,50.7,7.456,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,5.817,0.7801770386266095,0.7801770386266095,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,12,rice_bowl,control,attractiveness,52.11,9.714,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,5.308,0.5464278361128269,0.5464278361128269,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,14,steam_bags,control,attractiveness,63.38,4.287,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,4.8955,1.141940751108001,1.141940751108001,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,15,sushi_wrap,control,attractiveness,74.93,3.052,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,5.3445,1.7511467889908257,1.7511467889908257,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,17,hash_browns,control,attractiveness,51.83,3.916,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,5.3165,1.357635342185904,1.357635342185904,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,19,noddles_veggies,control,attractiveness,50.42,8.589,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,4.976,0.5793456747001979,0.5793456747001979,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
pp_107,2019-06-21T14:35:49Z,2019-06-21T14:47:41Z,711,yes,R_WjuM882ukM4X73z,yes,yes,5bfae63246911f0001d7d3f8,1,3,80,9.686,19.312,plant_based,20,falafel,control,attractiveness,90.93,3.051,18,female,cm,172,NA,NA,stones_pounds,70,11,0,NA,omnivore,NA,4,84.24,51.2,93.5,88.85,no,n/a,no,NA,really spicy food,to see if descriptive words will increase the appeal,n/a,4.917,1.6116027531956734,1.6116027531956734,1.3379298526082504,91.175,34.21096385542168,-2.957831325301205,1.15146860120529,-0.7969611935362635,-25.57831325301205
