pp,start_date,end_date,duration,finished,response_id,fullfil_criteria,consent,prolific_id,group,hungry,thirsty,desire_instructions_time,simulations_instructions_time,food_type,stimulus_no,food,label_type,measure,rating,time,age,gender,height_choice,height_cm,height_feet,height_inches,weight_choice,weight_kilos,weight_stones,weight_pounds,weight_pounds_only,diet,diet_details,meat_per_week,change_diet,attitude_meat,attitude_vegan,attitude_pb,allergies,allergies_details,language_issues,language_issues_details,didnt_like,study_about,technical_issues,page_time_median,speed_factor,speed_factor_trimmed,rsi,attitude_pb_vegan,attitude_pb_vegan_c,meat_per_week_c,change_diet_s,meat_per_week_s,hungry_s
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,plant_based,13,dhasnk,enhanced,attractiveness,78.84,4.32,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,6.3215,1.463310185185185,1.463310185185185,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,plant_based,16,sausoyges,enhanced,attractiveness,23.91,8.001,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,6.0515,0.7563429571303587,0.7563429571303587,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,plant_based,18,cashew_mac,enhanced,attractiveness,50.67,4.122,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.653499999999999,1.3715429403202328,1.3715429403202328,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,2,pepperoni_pizza,control,attractiveness,50.67,7.611,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.0755,0.666863749835764,0.666863749835764,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,3,empanadas,control,attractiveness,81.09,5.285,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.968999999999999,1.1294228949858087,1.1294228949858087,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,4,steak_pie,control,attractiveness,86.44,4.648,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.805,1.2489242685025819,1.2489242685025819,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,7,sausage_rolls,control,attractiveness,50.67,5.647,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.394,0.9551974499734373,0.9551974499734373,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,8,quiche_lorraine,control,attractiveness,96.02,4.368,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,4.598000000000001,1.0526556776556777,1.0526556776556777,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,9,lasagne,control,attractiveness,50.67,5.594,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,4.895,0.8750446907400785,0.8750446907400785,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,13,tiger_prawns,control,attractiveness,98.27,4.249,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,4.764,1.1212049894092728,1.1212049894092728,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,17,spanish_omelette,control,attractiveness,97.15,3.787,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,4.686999999999999,1.23765513599155,1.23765513599155,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,18,paella,control,attractiveness,93.48,5.252,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.0969999999999995,0.9704874333587205,0.9704874333587205,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,20,beef_burrito,control,attractiveness,29.82,7.988,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,6.1995000000000005,0.7761016524787181,0.7761016524787181,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,1,chicken_balti,enhanced,attractiveness,65.17,5.894,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.5845,0.9474889718357652,0.9474889718357652,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,5,pasta_bake,enhanced,attractiveness,82.78,6.925,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.8015,0.8377617328519855,0.8377617328519855,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,6,risottoo,enhanced,attractiveness,71.09,6.061,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,6.0945,1.0055271407358521,1.0055271407358521,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,10,beef_casserole,enhanced,attractiveness,92.08,5.248,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.1495,0.9812309451219511,0.9812309451219511,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,11,chicken_arrabbiata,enhanced,attractiveness,87.99,5.841,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,6.095000000000001,1.0434857045026538,1.0434857045026538,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,12,haddock,enhanced,attractiveness,50.67,5.481,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,6.224,1.1355592045247218,1.1355592045247218,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,14,chicken_soup,enhanced,attractiveness,50.67,4.56,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.4885,1.2036184210526317,1.2036184210526317,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,15,chicken_breast,enhanced,attractiveness,94.33,6.667,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.8905,0.8835308234588272,0.8835308234588272,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,16,moussaka,enhanced,attractiveness,96.44,4.99,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.705,1.1432865731462925,1.1432865731462925,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_28,2019-06-21T14:06:25Z,2019-06-21T14:17:56Z,690,yes,R_2uO6hlXbBzIzK0s,yes,yes,563f5535cbd4c60011dc9466,1,0,51,4.222,2.358,meat_based,19,chicken_enchiladas,enhanced,attractiveness,50.67,4.674,40,female,cm,160,NA,NA,kg,64,NA,NA,NA,omnivore,NA,4,14.07,92.29,60.36,58.83,no,no allergies,no,NA,not really,using adjectives in food description to attract buyers,no,5.131,1.0977749251176723,1.0977749251176723,0.9891765745845085,59.595,2.630963855421683,-2.957831325301205,-0.9012521641912308,-0.7969611935362635,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,1,mushroom_burrito,control,attractiveness,19.71,2.76,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,4.616,1.672463768115942,1.672463768115942,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,4,mint_soup,control,attractiveness,20.23,4.565,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,4.7605,1.0428258488499453,1.0428258488499453,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,7,whirls,control,attractiveness,100,3.784,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.085,1.343816067653277,1.343816067653277,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,9,fishless_cakes,control,attractiveness,0.96,3.958,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.817,1.4696816574027287,1.4696816574027287,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,12,rice_bowl,control,attractiveness,78.42,3.698,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.308,1.435370470524608,1.435370470524608,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,14,steam_bags,control,attractiveness,19.46,4.71,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,4.8955,1.0393842887473461,1.0393842887473461,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,15,sushi_wrap,control,attractiveness,88.82,1.883,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.3445,2.8382899628252787,2.8382899628252787,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,17,hash_browns,control,attractiveness,100,3.881,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.3165,1.3698788971914455,1.3698788971914455,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,19,noddles_veggies,control,attractiveness,31.94,5.721,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,4.976,0.8697780108372662,0.8697780108372662,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,20,falafel,control,attractiveness,52.26,3.262,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,4.917,1.5073574494175352,1.5073574494175352,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,2,veggie_burger,enhanced,attractiveness,43.77,5.9,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,6.974500000000001,1.1821186440677967,1.1821186440677967,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,3,nut_roast,enhanced,attractiveness,0,5.648,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,8.192,1.4504249291784703,1.4504249291784703,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,5,veggie_quiche,enhanced,attractiveness,19.72,3.896,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.494,1.410164271047228,1.410164271047228,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,6,vegan_fillets,enhanced,attractiveness,0,4.301,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,6.0135000000000005,1.3981632178563126,1.3981632178563126,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,8,spring_rolls,enhanced,attractiveness,100,3.441,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.3715,1.5610287707061903,1.5610287707061903,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,10,salsa_pizza,enhanced,attractiveness,100,4.659,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,6.2625,1.344172569220863,1.344172569220863,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,11,lentil_stew,enhanced,attractiveness,93.83,3.982,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.278499999999999,1.3255901557006526,1.3255901557006526,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,13,dhasnk,enhanced,attractiveness,0.34,4.161,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,6.3215,1.5192261475606827,1.5192261475606827,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,16,sausoyges,enhanced,attractiveness,1.17,3.157,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,6.0515,1.916851441241685,1.916851441241685,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,plant_based,18,cashew_mac,enhanced,attractiveness,74.02,3.248,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.653499999999999,1.7406096059113296,1.7406096059113296,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,meat_based,2,pepperoni_pizza,control,attractiveness,68.37,3.801,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.0755,1.3353064982899236,1.3353064982899236,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,meat_based,3,empanadas,control,attractiveness,96.16,4.5,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.968999999999999,1.3264444444444443,1.3264444444444443,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
pp_29,2019-06-21T14:07:23Z,2019-06-21T14:19:01Z,698,yes,R_1FyKVQTPvGhHdRi,yes,yes,5b7ef94033a93000155a007,1,0,53,8.647,9.251,meat_based,4,steak_pie,control,attractiveness,4.6,3.64,19,female,feet_inches,168,5,6,stones_pounds,73,11,7,NA,omnivore,NA,9,15.24,80.83,47.49,82.65,no,None,no,NA,Dislike curry.,To see how description of food can influence a buyer.,No,5.805,1.5947802197802197,1.5947802197802197,1.547313725462145,65.07000000000001,8.105963855421692,2.042168674698795,-0.8670255246655939,0.5502440827062999,-28.57831325301205
