food_id,food,food_type,supermarket,count,proportion,total,consumption_total,non_consumption_total,situation_independent_total,sensory_total,positive_total,negative_total,contextual_total,consumption_proportion,non_consumption_proportion,situation_independent_proportion,sensory_proportion,positive_proportion,negative_proportion,contextual_proportion
166,iceland_american_style_boneless_box,meat_based,iceland,1,0.07142857142857142,14,2,2,10,2,0,0,0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,0,0,0
167,iceland_barbecue_chicken_thin_pizza,meat_based,iceland,1,0.07692307692307693,13,2,1,10,2,0,0,0,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.15384615384615385,0,0,0
168,iceland_beef_vegetable_pasties,meat_based,iceland,4,0.3333333333333333,12,2,4,6,2,0,0,0,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0,0,0
169,iceland_beef_madras,meat_based,iceland,2,0.25,8,1,2,5,1,0,0,0,0.125,0.25,0.625,0.125,0,0,0
170,iceland_cheese_ham_thin_pizza,meat_based,iceland,1,0.125,8,1,1,6,1,0,0,0,0.125,0.125,0.75,0.125,0,0,0
171,iceland_chicken_bhuna,meat_based,iceland,1,0.1,10,2,1,7,2,0,0,0,0.2,0.1,0.7,0.2,0,0,0
172,iceland_chicken_madras,meat_based,iceland,1,0.1,10,1,1,8,1,0,0,0,0.1,0.1,0.8,0.1,0,0,0
173,iceland_cocktail_sausage_rolls,meat_based,iceland,1,0.1111111111111111,9,4,1,4,1,0,0,3,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.1111111111111111,0,0,0.3333333333333333
174,iceland_coronation_chicken_sandwich_filler,meat_based,iceland,1,0.14285714285714285,7,0,1,6,0,0,0,0,0,0.14285714285714285,0.8571428571428571,0,0,0,0
175,iceland_creamy_chicken_pies,meat_based,iceland,2,0.16666666666666666,12,2,2,8,2,0,0,0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0,0,0
176,iceland_crispy_chicken_breast_dippers,meat_based,iceland,3,0.3333333333333333,9,1,3,5,1,0,0,0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.1111111111111111,0,0,0
177,iceland_ham_pineapple_thin_pizza,meat_based,iceland,1,0.1111111111111111,9,1,1,7,1,0,0,0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.1111111111111111,0,0,0
178,iceland_indian_style_curry_chicken_skewers_with_mango_chutney_glaze,meat_based,iceland,0,0,9,1,1,7,1,0,0,0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.1111111111111111,0,0,0
179,iceland_jumbo_tempura_prawns,meat_based,iceland,1,0.2,5,1,1,3,1,0,0,0,0.2,0.2,0.6,0.2,0,0,0
180,iceland_luxury_chicken_and_beechwood_smoked_ham_pies,meat_based,iceland,9,0.4090909090909091,22,1,9,12,1,0,0,0,0.045454545454545456,0.4090909090909091,0.5454545454545454,0.045454545454545456,0,0,0
181,bacon_parmesan_pasta_bake,meat_based,m&s,0,0,13,2,1,10,2,0,0,0,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.15384615384615385,0,0,0
182,beef_red_wine_casserole,meat_based,m&s,1,0.25,4,0,1,3,0,0,0,0,0,0.25,0.75,0,0,0,0
183,beef_bolognese_pasta_bake,meat_based,m&s,0,0,9,2,1,6,2,0,0,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.2222222222222222,0,0,0
184,beef_cannelloni,meat_based,m&s,0,0,16,4,1,11,3,1,0,0,0.25,0.0625,0.6875,0.1875,0.0625,0,0
185,beef_lasagne,meat_based,m&s,3,0.15789473684210525,19,2,5,12,1,1,0,0,0.10526315789473684,0.2631578947368421,0.631578947368421,0.05263157894736842,0.05263157894736842,0,0
186,beef_wellington,meat_based,m&s,3,0.23076923076923078,13,1,3,9,0,1,0,0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0,0.07692307692307693,0,0
187,cheesy_dirty_fries,meat_based,m&s,0,0,14,2,0,12,2,0,0,0,0.14285714285714285,0,0.8571428571428571,0.14285714285714285,0,0,0
188,chicken_bacon_pasta_bake,meat_based,m&s,3,0.16666666666666666,18,2,4,12,1,1,0,0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.05555555555555555,0.05555555555555555,0,0
189,chicken_chorizo_empanadas,meat_based,m&s,2,0.2222222222222222,9,2,2,5,2,0,0,0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.2222222222222222,0,0,0
190,chicken_leek_pie,meat_based,m&s,0,0,7,1,0,6,1,0,0,0,0.14285714285714285,0,0.8571428571428571,0.14285714285714285,0,0,0
191,chicken_mushroom_risotto,meat_based,m&s,2,0.2,10,2,2,6,2,0,0,0,0.2,0.2,0.6,0.2,0,0,0
192,chicken_arrabbiata,meat_based,m&s,1,0.0625,16,3,2,11,3,0,0,0,0.1875,0.125,0.6875,0.1875,0,0,0
193,chicken_balti,meat_based,m&s,3,0.1875,16,2,3,11,2,0,0,0,0.125,0.1875,0.6875,0.125,0,0,0
194,chicken_in_red_wine,meat_based,m&s,0,0,10,0,0,10,0,0,0,0,0,0,1,0,0,0,0
195,chicken_kiev,meat_based,m&s,1,0.08333333333333333,12,2,1,9,2,0,0,0,0.16666666666666666,0.08333333333333333,0.75,0.16666666666666666,0,0,0
196,chicken_pasta_bake,meat_based,m&s,0,0,15,2,1,12,1,1,0,0,0.13333333333333333,0.06666666666666667,0.8,0.06666666666666667,0.06666666666666667,0,0
197,chicken_tikka_masala_2,meat_based,m&s,2,0.16666666666666666,12,4,2,6,3,1,0,0,0.3333333333333333,0.16666666666666666,0.5,0.25,0.08333333333333333,0,0
198,chicken_tomato_basil_pasta_salad,meat_based,m&s,1,0.14285714285714285,7,0,1,6,0,0,0,0,0,0.14285714285714285,0.8571428571428571,0,0,0,0
199,chorizo_lollipops,meat_based,m&s,0,0,5,5,0,0,4,1,0,0,1,0,0,0.8,0.2,0,0
200,creamy_chicken_leek_smoked_bacon_pie,meat_based,m&s,4,0.25,16,1,4,11,1,0,0,0,0.0625,0.25,0.6875,0.0625,0,0,0
201,tesco_beef_curry,meat_based,tesco,0,0,6,1,0,5,1,0,0,0,0.16666666666666666,0,0.8333333333333334,0.16666666666666666,0,0,0
202,tesco_beef_lasagne,meat_based,tesco,2,0.14285714285714285,14,1,2,11,1,0,0,0,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.07142857142857142,0,0,0
203,tesco_cheese_and_bacon_breaded_chicken_kievs,meat_based,tesco,2,0.15384615384615385,13,1,2,10,1,0,0,0,0.07692307692307693,0.15384615384615385,0.7692307692307693,0.07692307692307693,0,0,0
204,tesco_chicken_and_bacon_puff_pastry_pie,meat_based,tesco,2,0.14285714285714285,14,1,2,11,1,0,0,0,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.07142857142857142,0,0,0
205,tesco_chicken_and_gravy_shortcrust_pastry_pie,meat_based,tesco,0,0,7,0,0,7,0,0,0,0,0,0,1,0,0,0,0
206,tesco_chicken_and_mushroom_puff_pastry_pie,meat_based,tesco,0,0,11,1,0,10,1,0,0,0,0.09090909090909091,0,0.9090909090909091,0.09090909090909091,0,0,0
207,tesco_chicken_bacon_and_lettuce_sandwich,meat_based,tesco,2,0.2222222222222222,9,0,2,7,0,0,0,0,0,0.2222222222222222,0.7777777777777778,0,0,0,0
208,tesco_chicken_curry,meat_based,tesco,0,0,6,1,0,5,1,0,0,0,0.16666666666666666,0,0.8333333333333334,0.16666666666666666,0,0,0
209,tesco_chicken_tikka_masala_pilau_rice,meat_based,tesco,1,0.125,8,2,1,5,2,0,0,0,0.25,0.125,0.625,0.25,0,0,0
210,tesco_crustless_cheese_and_bacon_quiche,meat_based,tesco,5,0.35714285714285715,14,0,5,9,0,0,0,0,0,0.35714285714285715,0.6428571428571429,0,0,0,0
211,tesco_fines_spicy_chicken_and_chargrilled_pepper_pizza,meat_based,tesco,2,0.18181818181818182,11,1,2,8,1,0,0,0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0.09090909090909091,0,0,0
212,tesco_finest_cottage_pie,meat_based,tesco,3,0.1875,16,4,3,9,4,0,0,0,0.25,0.1875,0.5625,0.25,0,0,0
213,tesco_finest_garlic_king_prawn_pizza,meat_based,tesco,5,0.38461538461538464,13,1,5,7,1,0,0,0,0.07692307692307693,0.38461538461538464,0.5384615384615384,0.07692307692307693,0,0,0
214,tesco_finest_ham_mushrooma_nd_mascarpone_pizza,meat_based,tesco,2,0.15384615384615385,13,1,2,10,1,0,0,0,0.07692307692307693,0.15384615384615385,0.7692307692307693,0.07692307692307693,0,0,0
215,tesco_finest_lasagne,meat_based,tesco,1,0.1111111111111111,9,2,1,6,1,1,0,0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0,0
216,tesco_finest_maple_bacon_and_extra_mature_cheddar_quiche,meat_based,tesco,3,0.2727272727272727,11,1,3,7,1,0,0,0,0.09090909090909091,0.2727272727272727,0.6363636363636364,0.09090909090909091,0,0,0
217,tesco_finest_steak_and_ale_pie,meat_based,tesco,1,0.09090909090909091,11,3,1,7,3,0,0,0,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.2727272727272727,0,0,0
218,tesco_finest_thai_red_chicken_curry_and_coconut_jasmine_rice,meat_based,tesco,1,0.1,10,2,1,7,1,1,0,0,0.2,0.1,0.7,0.1,0.1,0,0
219,tesco_free_from_garlic_chicken_kiev,meat_based,tesco,1,0.09090909090909091,11,1,1,9,1,0,0,0,0.09090909090909091,0.09090909090909091,0.8181818181818182,0.09090909090909091,0,0,0
220,tesco_garlic_breaded_chicken_fillet_kievs,meat_based,tesco,1,0.06666666666666667,15,2,1,12,2,0,0,0,0.13333333333333333,0.06666666666666667,0.8,0.13333333333333333,0,0,0
221,waitrose_beef_casserole,meat_based,waitrose,0,0,11,3,0,8,1,1,0,1,0.2727272727272727,0,0.7272727272727273,0.09090909090909091,0.09090909090909091,0,0.09090909090909091
222,waitrose_chicken_asparagus_risotto,meat_based,waitrose,3,0.21428571428571427,14,0,3,11,0,0,0,0,0,0.21428571428571427,0.7857142857142857,0,0,0,0
223,waitrose_chicken_korma,meat_based,waitrose,2,0.13333333333333333,15,3,2,10,3,0,0,0,0.2,0.13333333333333333,0.6666666666666666,0.2,0,0,0
224,waitrose_chicken_spanish_casserole_with_peppers,meat_based,waitrose,2,0.125,16,0,2,14,0,0,0,0,0,0.125,0.875,0,0,0,0
225,waitrose_chicken_tikka_masala,meat_based,waitrose,3,0.2727272727272727,11,2,3,6,2,0,0,0,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.18181818181818182,0,0,0
226,waitrose_garlic_breaded_whole_chicken_breast_kievs,meat_based,waitrose,0,0,16,3,0,13,3,0,0,0,0.1875,0,0.8125,0.1875,0,0,0
227,waitrose_hand_stretched_ham_pineapple_pizza,meat_based,waitrose,4,0.3333333333333333,12,1,4,7,1,0,0,0,0.08333333333333333,0.3333333333333333,0.5833333333333334,0.08333333333333333,0,0,0
228,waitrose_hand_stretched_mushroom_bacon_mascarpone_pizza,meat_based,waitrose,3,0.21428571428571427,14,2,3,9,2,0,0,0,0.14285714285714285,0.21428571428571427,0.6428571428571429,0.14285714285714285,0,0,0
229,waitrose_hand_stretched_pepperoni_pizza,meat_based,waitrose,3,0.25,12,2,3,7,2,0,0,0,0.16666666666666666,0.25,0.5833333333333334,0.16666666666666666,0,0,0
230,waitrose_indian_beef_pepper_masala,meat_based,waitrose,1,0.1,10,1,1,8,1,0,0,0,0.1,0.1,0.8,0.1,0,0,0
231,waitrose_indian_chicken_balti,meat_based,waitrose,1,0.07142857142857142,14,2,1,11,2,0,0,0,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.14285714285714285,0,0,0
232,waitrose_indian_chicken_dhansak,meat_based,waitrose,1,0.1,10,1,1,8,1,0,0,0,0.1,0.1,0.8,0.1,0,0,0
233,waitrose_indian_chicken_dopiaza,meat_based,waitrose,1,0.058823529411764705,17,3,1,13,3,0,0,0,0.17647058823529413,0.058823529411764705,0.7647058823529411,0.17647058823529413,0,0,0
234,waitrose_indian_fiery_andhra_chicken_curry,meat_based,waitrose,1,0.06666666666666667,15,3,1,11,3,0,0,0,0.2,0.06666666666666667,0.7333333333333333,0.2,0,0,0
235,waitrose_italian_chicken_and_mushroom_risotto,meat_based,waitrose,2,0.15384615384615385,13,1,2,10,1,0,0,0,0.07692307692307693,0.15384615384615385,0.7692307692307693,0.07692307692307693,0,0,0
236,waitrose_quiche_lorraine,meat_based,waitrose,5,0.2777777777777778,18,1,5,12,1,0,0,0,0.05555555555555555,0.2777777777777778,0.6666666666666666,0.05555555555555555,0,0,0
237,waitrose_slow_cooked_rolled_beef_brisket,meat_based,waitrose,1,0.2,5,1,1,3,1,0,0,0,0.2,0.2,0.6,0.2,0,0,0
238,waitrose_steak_pie,meat_based,waitrose,1,0.1,10,4,1,5,4,0,0,0,0.4,0.1,0.5,0.4,0,0,0
239,wood_fired_king_prawn_garlic_chilli_pizza,meat_based,waitrose,5,0.29411764705882354,17,2,7,8,2,0,0,0,0.11764705882352941,0.4117647058823529,0.47058823529411764,0.11764705882352941,0,0,0
240,world_deli_british_chorizo_bonbons,meat_based,waitrose,5,0.5,10,1,5,4,1,0,0,0,0.1,0.5,0.4,0.1,0,0,0
